source_system,source_code,target_system,target_code
"http://terminology.hl7.org/CodeSystem/icd9cm","71632","http://hl7.org/fhir/sid/icd-10","M13.829"
"http://terminology.hl7.org/CodeSystem/icd9cm","71633","http://hl7.org/fhir/sid/icd-10","M13.839"
"http://terminology.hl7.org/CodeSystem/icd9cm","71634","http://hl7.org/fhir/sid/icd-10","M13.849"
"http://terminology.hl7.org/CodeSystem/icd9cm","71635","http://hl7.org/fhir/sid/icd-10","M13.859"
"http://terminology.hl7.org/CodeSystem/icd9cm","71636","http://hl7.org/fhir/sid/icd-10","M13.869"
"http://terminology.hl7.org/CodeSystem/icd9cm","71637","http://hl7.org/fhir/sid/icd-10","M13.879"
"http://terminology.hl7.org/CodeSystem/icd9cm","71638","http://hl7.org/fhir/sid/icd-10","M13.88"
"http://terminology.hl7.org/CodeSystem/icd9cm","71639","http://hl7.org/fhir/sid/icd-10","M13.89"
"http://terminology.hl7.org/CodeSystem/icd9cm","71640","http://hl7.org/fhir/sid/icd-10","M12.80"
"http://terminology.hl7.org/CodeSystem/icd9cm","71641","http://hl7.org/fhir/sid/icd-10","M12.819"
"http://terminology.hl7.org/CodeSystem/icd9cm","71642","http://hl7.org/fhir/sid/icd-10","M12.829"
"http://terminology.hl7.org/CodeSystem/icd9cm","71643","http://hl7.org/fhir/sid/icd-10","M12.839"
"http://terminology.hl7.org/CodeSystem/icd9cm","71644","http://hl7.org/fhir/sid/icd-10","M12.849"
"http://terminology.hl7.org/CodeSystem/icd9cm","71645","http://hl7.org/fhir/sid/icd-10","M12.859"
"http://terminology.hl7.org/CodeSystem/icd9cm","71646","http://hl7.org/fhir/sid/icd-10","M12.869"
"http://terminology.hl7.org/CodeSystem/icd9cm","71647","http://hl7.org/fhir/sid/icd-10","M12.879"
"http://terminology.hl7.org/CodeSystem/icd9cm","71648","http://hl7.org/fhir/sid/icd-10","M12.88"
"http://terminology.hl7.org/CodeSystem/icd9cm","71649","http://hl7.org/fhir/sid/icd-10","M12.89"
"http://terminology.hl7.org/CodeSystem/icd9cm","71650","http://hl7.org/fhir/sid/icd-10","M13.0"
"http://terminology.hl7.org/CodeSystem/icd9cm","71651","http://hl7.org/fhir/sid/icd-10","M13.0"
"http://terminology.hl7.org/CodeSystem/icd9cm","71652","http://hl7.org/fhir/sid/icd-10","M13.0"
"http://terminology.hl7.org/CodeSystem/icd9cm","71653","http://hl7.org/fhir/sid/icd-10","M13.0"
"http://terminology.hl7.org/CodeSystem/icd9cm","71654","http://hl7.org/fhir/sid/icd-10","M13.0"
"http://terminology.hl7.org/CodeSystem/icd9cm","71655","http://hl7.org/fhir/sid/icd-10","M13.0"
"http://terminology.hl7.org/CodeSystem/icd9cm","71656","http://hl7.org/fhir/sid/icd-10","M13.0"
"http://terminology.hl7.org/CodeSystem/icd9cm","71657","http://hl7.org/fhir/sid/icd-10","M13.0"
"http://terminology.hl7.org/CodeSystem/icd9cm","71658","http://hl7.org/fhir/sid/icd-10","M13.0"
"http://terminology.hl7.org/CodeSystem/icd9cm","71659","http://hl7.org/fhir/sid/icd-10","M13.0"
"http://terminology.hl7.org/CodeSystem/icd9cm","71660","http://hl7.org/fhir/sid/icd-10","M13.10"
"http://terminology.hl7.org/CodeSystem/icd9cm","71661","http://hl7.org/fhir/sid/icd-10","M13.119"
"http://terminology.hl7.org/CodeSystem/icd9cm","71662","http://hl7.org/fhir/sid/icd-10","M13.129"
"http://terminology.hl7.org/CodeSystem/icd9cm","71663","http://hl7.org/fhir/sid/icd-10","M13.139"
"http://terminology.hl7.org/CodeSystem/icd9cm","71664","http://hl7.org/fhir/sid/icd-10","M13.149"
"http://terminology.hl7.org/CodeSystem/icd9cm","71665","http://hl7.org/fhir/sid/icd-10","M13.159"
"http://terminology.hl7.org/CodeSystem/icd9cm","71666","http://hl7.org/fhir/sid/icd-10","M13.169"
"http://terminology.hl7.org/CodeSystem/icd9cm","71667","http://hl7.org/fhir/sid/icd-10","M13.179"
"http://terminology.hl7.org/CodeSystem/icd9cm","71668","http://hl7.org/fhir/sid/icd-10","M13.10"
"http://terminology.hl7.org/CodeSystem/icd9cm","71680","http://hl7.org/fhir/sid/icd-10","M12.80"
"http://terminology.hl7.org/CodeSystem/icd9cm","71681","http://hl7.org/fhir/sid/icd-10","M12.819"
"http://terminology.hl7.org/CodeSystem/icd9cm","71682","http://hl7.org/fhir/sid/icd-10","M12.829"
"http://terminology.hl7.org/CodeSystem/icd9cm","71683","http://hl7.org/fhir/sid/icd-10","M12.839"
"http://terminology.hl7.org/CodeSystem/icd9cm","71684","http://hl7.org/fhir/sid/icd-10","M12.849"
"http://terminology.hl7.org/CodeSystem/icd9cm","71685","http://hl7.org/fhir/sid/icd-10","M12.859"
"http://terminology.hl7.org/CodeSystem/icd9cm","71686","http://hl7.org/fhir/sid/icd-10","M12.869"
"http://terminology.hl7.org/CodeSystem/icd9cm","71687","http://hl7.org/fhir/sid/icd-10","M12.879"
"http://terminology.hl7.org/CodeSystem/icd9cm","71688","http://hl7.org/fhir/sid/icd-10","M12.88"
"http://terminology.hl7.org/CodeSystem/icd9cm","71689","http://hl7.org/fhir/sid/icd-10","M12.89"
"http://terminology.hl7.org/CodeSystem/icd9cm","71690","http://hl7.org/fhir/sid/icd-10","M12.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","71691","http://hl7.org/fhir/sid/icd-10","M12.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","71692","http://hl7.org/fhir/sid/icd-10","M12.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","71693","http://hl7.org/fhir/sid/icd-10","M12.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","71694","http://hl7.org/fhir/sid/icd-10","M12.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","71695","http://hl7.org/fhir/sid/icd-10","M12.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","71696","http://hl7.org/fhir/sid/icd-10","M12.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","71697","http://hl7.org/fhir/sid/icd-10","M12.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","71698","http://hl7.org/fhir/sid/icd-10","M12.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","71699","http://hl7.org/fhir/sid/icd-10","M12.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","7170","http://hl7.org/fhir/sid/icd-10","M23.205"
"http://terminology.hl7.org/CodeSystem/icd9cm","7171","http://hl7.org/fhir/sid/icd-10","M23.219"
"http://terminology.hl7.org/CodeSystem/icd9cm","7171","http://hl7.org/fhir/sid/icd-10","M23.319"
"http://terminology.hl7.org/CodeSystem/icd9cm","7172","http://hl7.org/fhir/sid/icd-10","M23.229"
"http://terminology.hl7.org/CodeSystem/icd9cm","7172","http://hl7.org/fhir/sid/icd-10","M23.329"
"http://terminology.hl7.org/CodeSystem/icd9cm","7173","http://hl7.org/fhir/sid/icd-10","M23.239"
"http://terminology.hl7.org/CodeSystem/icd9cm","7173","http://hl7.org/fhir/sid/icd-10","M23.305"
"http://terminology.hl7.org/CodeSystem/icd9cm","7173","http://hl7.org/fhir/sid/icd-10","M23.339"
"http://terminology.hl7.org/CodeSystem/icd9cm","71740","http://hl7.org/fhir/sid/icd-10","M23.269"
"http://terminology.hl7.org/CodeSystem/icd9cm","71741","http://hl7.org/fhir/sid/icd-10","M23.202"
"http://terminology.hl7.org/CodeSystem/icd9cm","71742","http://hl7.org/fhir/sid/icd-10","M23.249"
"http://terminology.hl7.org/CodeSystem/icd9cm","71742","http://hl7.org/fhir/sid/icd-10","M23.349"
"http://terminology.hl7.org/CodeSystem/icd9cm","71743","http://hl7.org/fhir/sid/icd-10","M23.259"
"http://terminology.hl7.org/CodeSystem/icd9cm","71743","http://hl7.org/fhir/sid/icd-10","M23.359"
"http://terminology.hl7.org/CodeSystem/icd9cm","71749","http://hl7.org/fhir/sid/icd-10","M23.369"
"http://terminology.hl7.org/CodeSystem/icd9cm","7175","http://hl7.org/fhir/sid/icd-10","M23.009"
"http://terminology.hl7.org/CodeSystem/icd9cm","7176","http://hl7.org/fhir/sid/icd-10","M23.40"
"http://terminology.hl7.org/CodeSystem/icd9cm","7177","http://hl7.org/fhir/sid/icd-10","M22.40"
"http://terminology.hl7.org/CodeSystem/icd9cm","71781","http://hl7.org/fhir/sid/icd-10","M23.50"
"http://terminology.hl7.org/CodeSystem/icd9cm","71782","http://hl7.org/fhir/sid/icd-10","M23.50"
"http://terminology.hl7.org/CodeSystem/icd9cm","71783","http://hl7.org/fhir/sid/icd-10","M23.50"
"http://terminology.hl7.org/CodeSystem/icd9cm","71784","http://hl7.org/fhir/sid/icd-10","M23.50"
"http://terminology.hl7.org/CodeSystem/icd9cm","71785","http://hl7.org/fhir/sid/icd-10","M23.50"
"http://terminology.hl7.org/CodeSystem/icd9cm","71789","http://hl7.org/fhir/sid/icd-10","M23.8X9"
"http://terminology.hl7.org/CodeSystem/icd9cm","7179","http://hl7.org/fhir/sid/icd-10","M23.90"
"http://terminology.hl7.org/CodeSystem/icd9cm","71800","http://hl7.org/fhir/sid/icd-10","M24.10"
"http://terminology.hl7.org/CodeSystem/icd9cm","71801","http://hl7.org/fhir/sid/icd-10","M24.119"
"http://terminology.hl7.org/CodeSystem/icd9cm","71802","http://hl7.org/fhir/sid/icd-10","M24.129"
"http://terminology.hl7.org/CodeSystem/icd9cm","71803","http://hl7.org/fhir/sid/icd-10","M24.139"
"http://terminology.hl7.org/CodeSystem/icd9cm","71804","http://hl7.org/fhir/sid/icd-10","M24.149"
"http://terminology.hl7.org/CodeSystem/icd9cm","71805","http://hl7.org/fhir/sid/icd-10","M24.159"
"http://terminology.hl7.org/CodeSystem/icd9cm","71807","http://hl7.org/fhir/sid/icd-10","M24.173"
"http://terminology.hl7.org/CodeSystem/icd9cm","71807","http://hl7.org/fhir/sid/icd-10","M24.176"
"http://terminology.hl7.org/CodeSystem/icd9cm","71808","http://hl7.org/fhir/sid/icd-10","M24.10"
"http://terminology.hl7.org/CodeSystem/icd9cm","71809","http://hl7.org/fhir/sid/icd-10","M24.10"
"http://terminology.hl7.org/CodeSystem/icd9cm","71810","http://hl7.org/fhir/sid/icd-10","M24.00"
"http://terminology.hl7.org/CodeSystem/icd9cm","71811","http://hl7.org/fhir/sid/icd-10","M24.019"
"http://terminology.hl7.org/CodeSystem/icd9cm","71812","http://hl7.org/fhir/sid/icd-10","M24.029"
"http://terminology.hl7.org/CodeSystem/icd9cm","71813","http://hl7.org/fhir/sid/icd-10","M24.039"
"http://terminology.hl7.org/CodeSystem/icd9cm","71814","http://hl7.org/fhir/sid/icd-10","M24.049"
"http://terminology.hl7.org/CodeSystem/icd9cm","71815","http://hl7.org/fhir/sid/icd-10","M24.059"
"http://terminology.hl7.org/CodeSystem/icd9cm","71817","http://hl7.org/fhir/sid/icd-10","M24.073"
"http://terminology.hl7.org/CodeSystem/icd9cm","71817","http://hl7.org/fhir/sid/icd-10","M24.076"
"http://terminology.hl7.org/CodeSystem/icd9cm","71818","http://hl7.org/fhir/sid/icd-10","M24.08"
"http://terminology.hl7.org/CodeSystem/icd9cm","71819","http://hl7.org/fhir/sid/icd-10","M24.00"
"http://terminology.hl7.org/CodeSystem/icd9cm","71820","http://hl7.org/fhir/sid/icd-10","M24.30"
"http://terminology.hl7.org/CodeSystem/icd9cm","71821","http://hl7.org/fhir/sid/icd-10","M24.319"
"http://terminology.hl7.org/CodeSystem/icd9cm","71822","http://hl7.org/fhir/sid/icd-10","M24.329"
"http://terminology.hl7.org/CodeSystem/icd9cm","71823","http://hl7.org/fhir/sid/icd-10","M24.339"
"http://terminology.hl7.org/CodeSystem/icd9cm","71824","http://hl7.org/fhir/sid/icd-10","M24.349"
"http://terminology.hl7.org/CodeSystem/icd9cm","71825","http://hl7.org/fhir/sid/icd-10","M24.359"
"http://terminology.hl7.org/CodeSystem/icd9cm","71826","http://hl7.org/fhir/sid/icd-10","M24.369"
"http://terminology.hl7.org/CodeSystem/icd9cm","71827","http://hl7.org/fhir/sid/icd-10","M24.373"
"http://terminology.hl7.org/CodeSystem/icd9cm","71827","http://hl7.org/fhir/sid/icd-10","M24.376"
"http://terminology.hl7.org/CodeSystem/icd9cm","71828","http://hl7.org/fhir/sid/icd-10","M24.30"
"http://terminology.hl7.org/CodeSystem/icd9cm","71829","http://hl7.org/fhir/sid/icd-10","M24.30"
"http://terminology.hl7.org/CodeSystem/icd9cm","71830","http://hl7.org/fhir/sid/icd-10","M24.40"
"http://terminology.hl7.org/CodeSystem/icd9cm","71831","http://hl7.org/fhir/sid/icd-10","M24.419"
"http://terminology.hl7.org/CodeSystem/icd9cm","71832","http://hl7.org/fhir/sid/icd-10","M24.429"
"http://terminology.hl7.org/CodeSystem/icd9cm","71833","http://hl7.org/fhir/sid/icd-10","M24.439"
"http://terminology.hl7.org/CodeSystem/icd9cm","71834","http://hl7.org/fhir/sid/icd-10","M24.443"
"http://terminology.hl7.org/CodeSystem/icd9cm","71834","http://hl7.org/fhir/sid/icd-10","M24.446"
"http://terminology.hl7.org/CodeSystem/icd9cm","71835","http://hl7.org/fhir/sid/icd-10","M24.459"
"http://terminology.hl7.org/CodeSystem/icd9cm","71836","http://hl7.org/fhir/sid/icd-10","M24.469"
"http://terminology.hl7.org/CodeSystem/icd9cm","71837","http://hl7.org/fhir/sid/icd-10","M24.473"
"http://terminology.hl7.org/CodeSystem/icd9cm","71837","http://hl7.org/fhir/sid/icd-10","M24.476"
"http://terminology.hl7.org/CodeSystem/icd9cm","71838","http://hl7.org/fhir/sid/icd-10","M43.4"
"http://terminology.hl7.org/CodeSystem/icd9cm","71838","http://hl7.org/fhir/sid/icd-10","M43.5X9"
"http://terminology.hl7.org/CodeSystem/icd9cm","71839","http://hl7.org/fhir/sid/icd-10","M43.5X9"
"http://terminology.hl7.org/CodeSystem/icd9cm","71840","http://hl7.org/fhir/sid/icd-10","M24.50"
"http://terminology.hl7.org/CodeSystem/icd9cm","71841","http://hl7.org/fhir/sid/icd-10","M24.519"
"http://terminology.hl7.org/CodeSystem/icd9cm","71842","http://hl7.org/fhir/sid/icd-10","M24.529"
"http://terminology.hl7.org/CodeSystem/icd9cm","71843","http://hl7.org/fhir/sid/icd-10","M24.539"
"http://terminology.hl7.org/CodeSystem/icd9cm","71844","http://hl7.org/fhir/sid/icd-10","M24.549"
"http://terminology.hl7.org/CodeSystem/icd9cm","71845","http://hl7.org/fhir/sid/icd-10","M24.559"
"http://terminology.hl7.org/CodeSystem/icd9cm","71846","http://hl7.org/fhir/sid/icd-10","M24.569"
"http://terminology.hl7.org/CodeSystem/icd9cm","71847","http://hl7.org/fhir/sid/icd-10","M24.573"
"http://terminology.hl7.org/CodeSystem/icd9cm","71847","http://hl7.org/fhir/sid/icd-10","M24.576"
"http://terminology.hl7.org/CodeSystem/icd9cm","71848","http://hl7.org/fhir/sid/icd-10","M24.50"
"http://terminology.hl7.org/CodeSystem/icd9cm","71849","http://hl7.org/fhir/sid/icd-10","M24.50"
"http://terminology.hl7.org/CodeSystem/icd9cm","71850","http://hl7.org/fhir/sid/icd-10","M24.60"
"http://terminology.hl7.org/CodeSystem/icd9cm","71851","http://hl7.org/fhir/sid/icd-10","M24.619"
"http://terminology.hl7.org/CodeSystem/icd9cm","71852","http://hl7.org/fhir/sid/icd-10","M24.629"
"http://terminology.hl7.org/CodeSystem/icd9cm","71853","http://hl7.org/fhir/sid/icd-10","M24.639"
"http://terminology.hl7.org/CodeSystem/icd9cm","71854","http://hl7.org/fhir/sid/icd-10","M24.649"
"http://terminology.hl7.org/CodeSystem/icd9cm","71855","http://hl7.org/fhir/sid/icd-10","M24.659"
"http://terminology.hl7.org/CodeSystem/icd9cm","71856","http://hl7.org/fhir/sid/icd-10","M24.669"
"http://terminology.hl7.org/CodeSystem/icd9cm","71857","http://hl7.org/fhir/sid/icd-10","M24.673"
"http://terminology.hl7.org/CodeSystem/icd9cm","71857","http://hl7.org/fhir/sid/icd-10","M24.676"
"http://terminology.hl7.org/CodeSystem/icd9cm","71858","http://hl7.org/fhir/sid/icd-10","M24.60"
"http://terminology.hl7.org/CodeSystem/icd9cm","71859","http://hl7.org/fhir/sid/icd-10","M24.60"
"http://terminology.hl7.org/CodeSystem/icd9cm","71865","http://hl7.org/fhir/sid/icd-10","M24.7"
"http://terminology.hl7.org/CodeSystem/icd9cm","71870","http://hl7.org/fhir/sid/icd-10","M24.80"
"http://terminology.hl7.org/CodeSystem/icd9cm","71871","http://hl7.org/fhir/sid/icd-10","M24.819"
"http://terminology.hl7.org/CodeSystem/icd9cm","71872","http://hl7.org/fhir/sid/icd-10","M24.829"
"http://terminology.hl7.org/CodeSystem/icd9cm","71873","http://hl7.org/fhir/sid/icd-10","M24.839"
"http://terminology.hl7.org/CodeSystem/icd9cm","71874","http://hl7.org/fhir/sid/icd-10","M24.849"
"http://terminology.hl7.org/CodeSystem/icd9cm","71875","http://hl7.org/fhir/sid/icd-10","M24.859"
"http://terminology.hl7.org/CodeSystem/icd9cm","71876","http://hl7.org/fhir/sid/icd-10","M24.80"
"http://terminology.hl7.org/CodeSystem/icd9cm","71877","http://hl7.org/fhir/sid/icd-10","M24.873"
"http://terminology.hl7.org/CodeSystem/icd9cm","71877","http://hl7.org/fhir/sid/icd-10","M24.876"
"http://terminology.hl7.org/CodeSystem/icd9cm","71878","http://hl7.org/fhir/sid/icd-10","M24.80"
"http://terminology.hl7.org/CodeSystem/icd9cm","71879","http://hl7.org/fhir/sid/icd-10","M24.80"
"http://terminology.hl7.org/CodeSystem/icd9cm","71880","http://hl7.org/fhir/sid/icd-10","M24.80"
"http://terminology.hl7.org/CodeSystem/icd9cm","71881","http://hl7.org/fhir/sid/icd-10","M24.819"
"http://terminology.hl7.org/CodeSystem/icd9cm","71882","http://hl7.org/fhir/sid/icd-10","M24.829"
"http://terminology.hl7.org/CodeSystem/icd9cm","71883","http://hl7.org/fhir/sid/icd-10","M24.839"
"http://terminology.hl7.org/CodeSystem/icd9cm","71884","http://hl7.org/fhir/sid/icd-10","M24.849"
"http://terminology.hl7.org/CodeSystem/icd9cm","71885","http://hl7.org/fhir/sid/icd-10","M24.859"
"http://terminology.hl7.org/CodeSystem/icd9cm","71886","http://hl7.org/fhir/sid/icd-10","M23.50"
"http://terminology.hl7.org/CodeSystem/icd9cm","71886","http://hl7.org/fhir/sid/icd-10","M23.8X9"
"http://terminology.hl7.org/CodeSystem/icd9cm","71887","http://hl7.org/fhir/sid/icd-10","M24.873"
"http://terminology.hl7.org/CodeSystem/icd9cm","71887","http://hl7.org/fhir/sid/icd-10","M24.876"
"http://terminology.hl7.org/CodeSystem/icd9cm","71888","http://hl7.org/fhir/sid/icd-10","M24.80"
"http://terminology.hl7.org/CodeSystem/icd9cm","71889","http://hl7.org/fhir/sid/icd-10","M24.80"
"http://terminology.hl7.org/CodeSystem/icd9cm","71890","http://hl7.org/fhir/sid/icd-10","M24.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","71891","http://hl7.org/fhir/sid/icd-10","M24.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","71892","http://hl7.org/fhir/sid/icd-10","M24.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","71893","http://hl7.org/fhir/sid/icd-10","M24.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","71894","http://hl7.org/fhir/sid/icd-10","M24.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","71895","http://hl7.org/fhir/sid/icd-10","M24.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","71897","http://hl7.org/fhir/sid/icd-10","M24.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","71898","http://hl7.org/fhir/sid/icd-10","M24.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","71899","http://hl7.org/fhir/sid/icd-10","M24.9"
"http://terminology.hl7.org/CodeSystem/icd9cm","71900","http://hl7.org/fhir/sid/icd-10","M25.40"
"http://terminology.hl7.org/CodeSystem/icd9cm","71901","http://hl7.org/fhir/sid/icd-10","M25.419"
"http://terminology.hl7.org/CodeSystem/icd9cm","71902","http://hl7.org/fhir/sid/icd-10","M25.429"
"http://terminology.hl7.org/CodeSystem/icd9cm","71903","http://hl7.org/fhir/sid/icd-10","M25.439"
"http://terminology.hl7.org/CodeSystem/icd9cm","71904","http://hl7.org/fhir/sid/icd-10","M25.449"
"http://terminology.hl7.org/CodeSystem/icd9cm","71905","http://hl7.org/fhir/sid/icd-10","M25.459"
"http://terminology.hl7.org/CodeSystem/icd9cm","71906","http://hl7.org/fhir/sid/icd-10","M25.469"
"http://terminology.hl7.org/CodeSystem/icd9cm","71907","http://hl7.org/fhir/sid/icd-10","M25.473"
"http://terminology.hl7.org/CodeSystem/icd9cm","71907","http://hl7.org/fhir/sid/icd-10","M25.476"
"http://terminology.hl7.org/CodeSystem/icd9cm","71908","http://hl7.org/fhir/sid/icd-10","M25.48"
"http://terminology.hl7.org/CodeSystem/icd9cm","71909","http://hl7.org/fhir/sid/icd-10","M25.40"
"http://terminology.hl7.org/CodeSystem/icd9cm","71910","http://hl7.org/fhir/sid/icd-10","M25.00"
"http://terminology.hl7.org/CodeSystem/icd9cm","71911","http://hl7.org/fhir/sid/icd-10","M25.019"
"http://terminology.hl7.org/CodeSystem/icd9cm","71912","http://hl7.org/fhir/sid/icd-10","M25.029"
"http://terminology.hl7.org/CodeSystem/icd9cm","71913","http://hl7.org/fhir/sid/icd-10","M25.039"
"http://terminology.hl7.org/CodeSystem/icd9cm","71914","http://hl7.org/fhir/sid/icd-10","M25.049"
"http://terminology.hl7.org/CodeSystem/icd9cm","71915","http://hl7.org/fhir/sid/icd-10","M25.059"
"http://terminology.hl7.org/CodeSystem/icd9cm","71916","http://hl7.org/fhir/sid/icd-10","M25.069"
"http://terminology.hl7.org/CodeSystem/icd9cm","71917","http://hl7.org/fhir/sid/icd-10","M25.073"
"http://terminology.hl7.org/CodeSystem/icd9cm","71917","http://hl7.org/fhir/sid/icd-10","M25.076"
"http://terminology.hl7.org/CodeSystem/icd9cm","71918","http://hl7.org/fhir/sid/icd-10","M25.08"
"http://terminology.hl7.org/CodeSystem/icd9cm","71919","http://hl7.org/fhir/sid/icd-10","M25.00"
"http://terminology.hl7.org/CodeSystem/icd9cm","71920","http://hl7.org/fhir/sid/icd-10","M12.20"
"http://terminology.hl7.org/CodeSystem/icd9cm","71921","http://hl7.org/fhir/sid/icd-10","M12.219"
"http://terminology.hl7.org/CodeSystem/icd9cm","71922","http://hl7.org/fhir/sid/icd-10","M12.229"
"http://terminology.hl7.org/CodeSystem/icd9cm","71923","http://hl7.org/fhir/sid/icd-10","M12.239"
"http://terminology.hl7.org/CodeSystem/icd9cm","71924","http://hl7.org/fhir/sid/icd-10","M12.249"
"http://terminology.hl7.org/CodeSystem/icd9cm","71925","http://hl7.org/fhir/sid/icd-10","M12.259"
"http://terminology.hl7.org/CodeSystem/icd9cm","71926","http://hl7.org/fhir/sid/icd-10","M12.269"
"http://terminology.hl7.org/CodeSystem/icd9cm","71927","http://hl7.org/fhir/sid/icd-10","M12.279"
"http://terminology.hl7.org/CodeSystem/icd9cm","71928","http://hl7.org/fhir/sid/icd-10","M12.28"
"http://terminology.hl7.org/CodeSystem/icd9cm","71929","http://hl7.org/fhir/sid/icd-10","M12.29"
"http://terminology.hl7.org/CodeSystem/icd9cm","71930","http://hl7.org/fhir/sid/icd-10","M12.30"
"http://terminology.hl7.org/CodeSystem/icd9cm","71930","http://hl7.org/fhir/sid/icd-10","M12.40"
"http://terminology.hl7.org/CodeSystem/icd9cm","71931","http://hl7.org/fhir/sid/icd-10","M12.319"
"http://terminology.hl7.org/CodeSystem/icd9cm","71931","http://hl7.org/fhir/sid/icd-10","M12.419"
"http://terminology.hl7.org/CodeSystem/icd9cm","71932","http://hl7.org/fhir/sid/icd-10","M12.329"
"http://terminology.hl7.org/CodeSystem/icd9cm","71932","http://hl7.org/fhir/sid/icd-10","M12.429"
"http://terminology.hl7.org/CodeSystem/icd9cm","71933","http://hl7.org/fhir/sid/icd-10","M12.339"
"http://terminology.hl7.org/CodeSystem/icd9cm","71933","http://hl7.org/fhir/sid/icd-10","M12.439"
"http://terminology.hl7.org/CodeSystem/icd9cm","71934","http://hl7.org/fhir/sid/icd-10","M12.349"
"http://terminology.hl7.org/CodeSystem/icd9cm","71934","http://hl7.org/fhir/sid/icd-10","M12.449"
"http://terminology.hl7.org/CodeSystem/icd9cm","71935","http://hl7.org/fhir/sid/icd-10","M12.359"
"http://terminology.hl7.org/CodeSystem/icd9cm","71935","http://hl7.org/fhir/sid/icd-10","M12.459"
"http://terminology.hl7.org/CodeSystem/icd9cm","71936","http://hl7.org/fhir/sid/icd-10","M12.369"
"http://terminology.hl7.org/CodeSystem/icd9cm","71936","http://hl7.org/fhir/sid/icd-10","M12.469"
"http://terminology.hl7.org/CodeSystem/icd9cm","71937","http://hl7.org/fhir/sid/icd-10","M12.379"
"http://terminology.hl7.org/CodeSystem/icd9cm","71937","http://hl7.org/fhir/sid/icd-10","M12.479"
"http://terminology.hl7.org/CodeSystem/icd9cm","71938","http://hl7.org/fhir/sid/icd-10","M12.38"
"http://terminology.hl7.org/CodeSystem/icd9cm","71938","http://hl7.org/fhir/sid/icd-10","M12.48"
"http://terminology.hl7.org/CodeSystem/icd9cm","71939","http://hl7.org/fhir/sid/icd-10","M12.39"
"http://terminology.hl7.org/CodeSystem/icd9cm","71939","http://hl7.org/fhir/sid/icd-10","M12.49"
"http://terminology.hl7.org/CodeSystem/icd9cm","71940","http://hl7.org/fhir/sid/icd-10","M25.50"
"http://terminology.hl7.org/CodeSystem/icd9cm","71941","http://hl7.org/fhir/sid/icd-10","M25.519"
"http://terminology.hl7.org/CodeSystem/icd9cm","71942","http://hl7.org/fhir/sid/icd-10","M25.529"
"http://terminology.hl7.org/CodeSystem/icd9cm","71943","http://hl7.org/fhir/sid/icd-10","M25.539"
"http://terminology.hl7.org/CodeSystem/icd9cm","71944","http://hl7.org/fhir/sid/icd-10","M79.643"
"http://terminology.hl7.org/CodeSystem/icd9cm","71944","http://hl7.org/fhir/sid/icd-10","M79.646"
"http://terminology.hl7.org/CodeSystem/icd9cm","71945","http://hl7.org/fhir/sid/icd-10","M25.559"
"http://terminology.hl7.org/CodeSystem/icd9cm","71946","http://hl7.org/fhir/sid/icd-10","M25.569"
"http://terminology.hl7.org/CodeSystem/icd9cm","71947","http://hl7.org/fhir/sid/icd-10","M25.579"
"http://terminology.hl7.org/CodeSystem/icd9cm","71948","http://hl7.org/fhir/sid/icd-10","M25.50"
"http://terminology.hl7.org/CodeSystem/icd9cm","71949","http://hl7.org/fhir/sid/icd-10","M25.50"
"http://terminology.hl7.org/CodeSystem/icd9cm","71950","http://hl7.org/fhir/sid/icd-10","M25.60"
"http://terminology.hl7.org/CodeSystem/icd9cm","71951","http://hl7.org/fhir/sid/icd-10","M25.619"
"http://terminology.hl7.org/CodeSystem/icd9cm","71952","http://hl7.org/fhir/sid/icd-10","M25.629"
"http://terminology.hl7.org/CodeSystem/icd9cm","71953","http://hl7.org/fhir/sid/icd-10","M25.639"
"http://terminology.hl7.org/CodeSystem/icd9cm","71954","http://hl7.org/fhir/sid/icd-10","M25.649"
"http://terminology.hl7.org/CodeSystem/icd9cm","71955","http://hl7.org/fhir/sid/icd-10","M25.659"
"http://terminology.hl7.org/CodeSystem/icd9cm","71956","http://hl7.org/fhir/sid/icd-10","M25.669"
"http://terminology.hl7.org/CodeSystem/icd9cm","71957","http://hl7.org/fhir/sid/icd-10","M25.673"
"http://terminology.hl7.org/CodeSystem/icd9cm","71957","http://hl7.org/fhir/sid/icd-10","M25.676"
"http://terminology.hl7.org/CodeSystem/icd9cm","71958","http://hl7.org/fhir/sid/icd-10","M25.60"
