source_code,target_code,target_display
4211566,331880006,Clobetasone butyrate 500 microgram/g cutaneous cream
4080499,182531007,Dressing of wound
4080500,182532000,Dressing of ulcer
4309877,388526003,Genus Lontra
4211575,332050000,Mometasone furoate 1 mg/g cutaneous ointment
4244346,9345005,Dialysis dementia
4014972,114454006,Enterobacter hormaechei
4146045,34536000,Amniocentesis
4244350,93559003,Hypogonadism with anosmia
46285703,975121000000101,Coaching
46285704,975131000000104,Signposting
4047753,230306001,Benign hereditary chorea
4080522,18044005,Endoscopy of trachea
36717448,589157321000132102,Diverticulum of peri-ampullary tissue of hepatopancreatic ampulla
36717452,721188000,Multiple endocrine neoplasia type 2A
37208972,1110921000000100,QOF (Quality and Outcomes Framework) diabetes mellitus quality indicator-related care invitation
36717456,721239009,Infection of spleen
4309912,213257006,Generally unwell
4113310,284890002,Does shave
4146078,35157006,Incision of kidney
4080549,277762005,Lumbar puncture
4113319,284922004,Does use urine bottle
607147,1149222004,Overdose
4047787,123971006,Colles' fracture
607149,1149224003,Intentional overdose
3654574,836480008,Mild aortic valve stenosis
3654575,836481007,Moderate aortic valve stenosis
4244400,5933001,Clostridioides difficile
3654576,836482000,Severe aortic valve stenosis
607148,1149223009,Accidental overdose
4080565,277831002,Anxiety about becoming fat
4211638,413807008,Cerebellar hernia
4047799,124013006,Serum protein ratio
4080568,277843001,Problem behavior
4211641,413815006,Chest imaging
4178874,50063009,Femoral hernia
36717498,721730009,Infection caused by Helicobacter pylori
37110721,725049005,Aggressive fibromatosis
4080580,277890004,Toe swelling
4047813,135830006,Pangastritis
4080583,277906002,Creamy sputum
37110728,725058003,Short-lasting unilateral neuralgiform headache attacks with conjunctival injection and tearing syndrome
4047815,135848002,Voluntary admission
46285767,975921000000104,Management of sepsis
443344,302914006,Barrett's esophagus
4309971,85626006,Equus asinus
443350,307541003,Lower urinary tract symptoms
4178904,50177009,Body temperature above reference range
443358,301022003,Ulcer of heel
4047839,135875009,Stroke prevention
4342752,235766003,Ulceration of large intestine
37110753,725119006,Generalized rash
4342753,235774002,Abscess with diverticular disease of colon
37110754,725120000,Peripheral vasoconstriction
443364,305058001,Patient encounter status
4146149,427310006,Pain radiating to neck
377830,8635005,Alcohol withdrawal delirium
37110756,725122008,Micrographia
607209,1149334009,Acute intoxication
4113388,300084009,Ear present
4178926,428671008,Arthropathy of lumbar facet joint
4080624,24069003,Nairobi sheep virus disease
4178929,428700003,Primary progressive multiple sclerosis
443380,363434003,Malignant tumor of thymus
37110773,725141006,Atelosteogenesis type 1
443381,363410008,Malignant tumor of sigmoid colon
607220,1149362002,Cardiac arrest during procedure
443387,363349007,Malignant tumor of stomach
443388,363358000,Malignant tumor of lung
443390,363351006,Malignant tumor of rectum
443391,363350007,Malignant tumor of cecum
443392,363346000,Malignant neoplastic disease
37110782,725155003,Wound of abdomen
443394,363732003,Addison's disease
4178943,428785005,Biopsy of lesion of breast using guide wire
4113413,300199007,Able to hear
443398,363508008,Malignant tumor of intestine
312327,57054005,Acute myocardial infarction
443399,363493006,Malignant tumor of bronchus
4146185,307767006,Right sided cerebral infarction
4146181,307757001,Chronic alcoholic hepatitis
4015115,113986004,Streptococcus gordonii
377868,35666006,Corneal pannus
312334,85598007,Constrictive pericarditis
377873,89893000,Lid lag
4178962,363375006,Malignant tumor of tongue
312339,54687002,Arterial embolism
443413,309082002,Epigastric mass
377877,16596007,Esotropia
4178968,363429002,Malignant tumor of larynx
443419,312608009,Laceration - injury
312349,128060009,Venous varices
4178975,363477002,Malignant neoplasm of cauda equina
4244512,38371006,Poland anomaly
377889,15188001,Hearing loss
4146209,35240004,Iron deficiency
4178979,363489000,Malignant tumor of neck
44811299,892671000000100,Attention to tube drain into pleural cavity
4047909,230479008,Post dural puncture headache
4277286,65667006,"Hemosiderin measurement, urine"
4015143,169734005,Spontaneous rupture of fetal membranes
443432,386806002,Impaired cognition
4080680,24662006,Influenza due to Influenza B virus
4113451,253883006,Multiple renal cysts
443441,365853002,Imaging finding
37110837,725296006,Mucolipidosis type IV
377910,126660000,Deviated nasal septum
443447,408668005,Iatrogenic hypotension
4080696,246679005,Discharge from eye
443452,413245000,Bleeding of unknown origin
443454,432504007,Cerebral infarction
3654723,838448003,Mild mitral valve stenosis
3654725,838450006,Severe mitral valve stenosis
3654726,838451005,Mild mitral valve regurgitation
3654727,838452003,Moderate mitral valve regurgitation
3654728,838453008,Severe mitral valve regurgitation
44811336,864041000000108,Intrathecal drug delivery device in situ
4146255,265545001,Avulsion of varicose vein of leg
4342867,235957008,Pancreatic collection
4015189,104173009,Microbial culture of sputum
36717654,718575002,Ablepharon macrostomia syndrome
44811349,864231000000108,Failed encounter - short message service text message delivery failure
4146264,265573004,Colposuspension
4342872,235969000,Pancreatic duct disorder
4080732,278022001,Neutral fluid balance
4342882,235999009,Intra-abdominal hematoma
4342883,236004002,Hepatic ascites
4342892,236032006,Strangulated umbilical hernia
4277357,36630001,Deep pain
3654765,838500001,Able to concentrate
4342896,236048007,Parastomal hernia
4047986,135818000,General health poor
40486003,446045006,Ultrasonography by transrectal approach
4047988,135821003,Has support worker
312437,267036007,Dyspnea
40486005,446047003,Change in insulin dose
4080762,2403008,Psychoactive substance dependence
443524,413343005,Mixed urinary incontinence
443527,427207001,Abdominal compartment syndrome
4146313,307821001,Urine blood test
443530,405729008,Hematochezia
443531,405773007,Kyphoscoliosis deformity of spine
3654795,838541006,Mild pulmonary valve regurgitation
4113550,300305002,Stomach normal
443535,406574007,Infection due to enterococcus
4113551,300306001,Stomach problem
443537,404223003,Deep venous thrombosis of lower extremity
4146322,307927003,Patient registered
4113555,300330004,Liver smooth
3654800,838546001,Severe aortic valve regurgitation
4113557,300338006,Liver problem
4113554,300325003,Small liver
3654798,838544003,Mild aortic valve regurgitation
36717717,719401001,Intelligible speech
3654801,838549008,Shiga toxin-producing Escherichia coli
3654813,840303004,Mild left ventricular hypertrophy
3654814,840304005,Moderate left ventricular hypertrophy
3654816,840306007,Mild pulmonary hypertension
3654817,840307003,Moderate pulmonary hypertension
3654818,840308008,Severe pulmonary hypertension
4146339,308021002,Seen in clinic
4080802,182527001,Therapeutic aspiration procedure
4211873,327070006,Azathioprine 50 mg oral tablet
4048033,230598008,Neuropathy due to human immunodeficiency virus
4080807,182555002,Application of bandage
4211877,327096008,Tacrolimus 1 mg oral capsule
4048042,23063005,Congenital atresia of mitral valve
443568,428905002,Malignant neoplasm of gastrointestinal tract
4048053,123594003,Complete atelectasis of right lung
4244662,928000,Disorder of musculoskeletal system
607418,1153396007,Infection of intervertebral disc caused by bacterium
443580,417996009,Systolic heart failure
4048063,123622004,Normal flexion
443587,418304008,Diastolic heart failure
443588,428061005,Malignant neoplasm of brain
4080839,246772007,Gaze
4048074,123678003,Lithotomy
4146380,34608000,Alanine aminotransferase measurement
443597,433144002,Chronic kidney disease stage 3
36717773,720001001,Dark yellow urine
4146382,34618005,Bos taurus
443601,431856006,Chronic kidney disease stage 2
4048081,123713005,Chronic atelectasis
4211923,416596008,Nail changes
443605,429998004,Vascular dementia
4015319,104216002,Periodic acid Schiff stain method
443608,430985005,Bilateral sensory hearing loss
4113624,286849002,Unable to plan
4310235,8510008,Reduced mobility
443612,431857002,Chronic kidney disease stage 4
443611,433146000,Chronic kidney disease stage 5
4048091,135839007,Sample rejected
4179168,298256005,Joint warm
4048098,135883003,Cough with fever
4146402,265690004,Opening of skin
4343012,236195008,Cystoscopic replacement of ureteric stent
4179171,50427001,Increased capillary filling time
443622,433068007,Aneurysm of thoracic aorta
4343010,236185001,Ureteroscopic insertion of ureteric stent
4310250,8517006,Ex-smoker
607468,1153456006,Auscultation of abdomen
443629,440220007,Generalized abdominal tenderness
40486125,447744005,Primary closed reduction of traumatic dislocation of joint and skeletal traction
4211959,416731003,Skin drag
4146424,427512004,Dependent for walking
4015352,208393000,Fracture of metacarpal bone
4211962,57473002,Genus Caiman
4080896,276737004,Domiciliary ventilation
4113666,198436008,Menopausal flushing
4179205,52123000,Emphysematous cystitis
40486150,449201002,Video assisted thoracoscopy
4211974,57412004,Acute viral hepatitis
4146444,427605002,Human herpesvirus 8
4146454,308113006,Self-monitoring of blood glucose
4146455,308116003,Antihypertensive therapy
4146456,308118002,Cardiac failure therapy
4179226,429075005,Dependence on dialysis due to end stage renal disease
312603,31515003,Hypoventilation
4080924,238536008,Traumatic ulcer
4310298,423051001,Hematoma of face
378143,45170000,Encephalitis
4212002,327377001,Letrozole 2.5 mg oral tablet
4048163,232324007,Obscure auditory dysfunction
4212005,327438003,Ferrous sulfate 200 mg oral tablet
4146471,307487006,Biphasic stridor
4015401,11403006,Financially poor
4212011,327545000,Cyanocobalamin 50 microgram oral tablet
4212012,327550006,Folic acid 5 mg oral tablet
36685102,1084011000119100,Bilateral mastoiditis
4048175,232360002,Concha bullosa
378160,65668001,Otorrhea
4113713,300513000,Lesion of penis
378161,25906001,Disorder of ear
443699,19044004,Spirillary fever
378163,25289003,Hyperacusis
378165,563001,Nystagmus
4113719,300529008,Prostate palpable
36685116,1084681000119103,Bilateral dysfunction of vestibular systems
4343102,236240005,Clean intermittent self-catheterization
4146496,34663006,Contusion of brain
4343108,236258004,Needle biopsy of prostate
312648,1201005,Benign essential hypertension
443720,417237009,Blister
40486218,449263002,Auscultation of heart
44811595,905151000000104,Need agreed
4080968,182750009,Ultrafiltration
312653,46701001,Acute myocarditis
4244809,9292007,Esophageal hiatus hernia repair
443727,420422005,Diabetic ketoacidosis
443728,441124000,Mass of chest wall
37209424,15954421000119103,Lesion of left nipple
4277583,64874008,Chemodenervation
4310355,391485008,Cardiac markers
3654996,840580004,Peripheral arterial disease
4146515,34822003,Elation
4080985,182838006,Change of medication
4179289,298280009,Swelling of skeletal muscle
443743,415111003,Plasma cell neoplasm
443744,415692008,Bunion
4212065,416838001,Erythrocyte sedimentation rate measurement
4212063,416832000,Raoultella ornithinolytica
4015457,104328008,Antibody to mitochondria measurement
4146536,265764009,Renal dialysis
4081004,246975001,Scleral icterus
4212076,416886008,Closed wound
4212079,416893007,Carbuncle
4146548,265855005,Varicose vein stripping
4179319,298392006,Scoliosis of cervical spine
4179320,298394007,Kyphoscoliosis of cervical spine
443769,26538006,Degeneration of lumbar intervertebral disc
36685178,1089381000119105,Otorrhagia of left ear
443771,28119000,Renal hypertension
4113791,285673003,Able to weight-bear
4310400,85189001,Acute appendicitis
4113793,285688008,Difficulty weight-bearing on right leg
443782,26079004,Tremor
443783,27624003,Chronic disease
443784,27550009,Vascular disorder
443785,25924004,Calculus of gallbladder with cholecystitis
443786,28709001,Cellulitis of larynx
4048265,15510009,Increased frequency of defecation
4048263,1550000,Amikacin measurement
378253,25064002,Headache
443792,30093007,Calculus of bile duct
4212113,57655007,Ureterosigmoidostomy
312723,13213009,Congenital heart disease
4146580,427665004,Paroxysmal atrial flutter
607637,1155717003,Nonconvulsive seizure
3655064,840673007,Head normal
4212120,57702005,Unresolved pneumonia
37209497,16227811000119102,Bilateral itching of eyes
3655065,840674001,Normal neck region
4277661,366575004,Extensor plantar response finding
4179362,429063000,Lives in bungalow
4310437,423243008,Purulent conjunctival discharge
4179368,429107004,Found walking
4310444,423274005,"Carcinoma of ovary, stage 4"
4343214,239160006,Wound hematoma
4343215,239162003,Wound cellulitis
37209526,16442141000119109,Periorbital pain of left eye
4212153,329153007,Calcium carbonate 1.25 g chewable tablet
3655097,844585000,Treatment naive
37111226,725875005,No next of kin
4146619,307576001,Osteosarcoma of bone
3655101,846604005,Sternal osteomyelitis
4212154,329159006,Calcium carbonate 1.5 g chewable tablet
4310464,391503001,Urine immunofixation
4343234,239161005,Wound hemorrhage
4343235,239164002,Wound discharge
4081096,238772004,Livedo reticularis
37111241,725894000,Influenza virus
37111248,725909004,Papillary fibroelastoma of heart
4212182,416920000,Obstruction of lacrimal canaliculus
3655135,846685008,Infection of biliary tract
4310497,388074005,Order Chiroptera
37209573,16667471000119104,Closed fracture of right zygomatic arch
443879,27141002,Epididymo-orchitis with abscess
443881,16901001,Encephalitis caused by European subtype of tick-borne encephalitis virus
4015597,10385009,Poisoning by digoxin
4015598,103851008,Heparin associated thrombocytopenia assay
4244986,396205005,CT of brain without contrast
37209604,16675251000119106,Bilateral testicular pain
37209605,16675301000119100,Pain of left testicle
4048393,15574005,Fracture of foot
443913,14532008,Congenital anomaly of trachea
4245004,396279000,Betamethasone (as betamethasone valerate) 1 mg/g cutaneous ointment
46286349,984661000000105,Mild learning disability
443916,32895009,Hereditary disease
4245006,396286008,Bilateral bronchopneumonia
4179477,52324001,Mediastinal lymphadenopathy
4048405,15502008,Wound treatment education
443929,47821001,Postpartum hemorrhage
4113946,285822008,Does turn taps on
4081190,276954004,Squamous cell carcinoma of floor of mouth
443943,4740000,Herpes zoster
4343339,239279000,Fixation of fracture
4015660,11401008,Dilation and curettage of uterus
4245036,59427005,Synchronized intermittent mandatory ventilation
378414,42059000,Retinal detachment
443951,32110003,Disorder of anus
378416,29555009,Retinal disorder
4245042,59455009,Metabolic acidosis
378419,26929004,Alzheimer's disease
37209652,16834011000119109,Partial obstruction of intestine
4245045,59467006,Oxyuranus scutellatus
378424,82649003,Astigmatism
378425,41446000,Blepharitis
443962,48724000,Mitral valve regurgitation
40486456,446116006,Debridement of toe
443961,49708008,Anemia of chronic renal failure
4310596,424055004,Astroviridae
37209669,16899701000119102,Bilateral pain of joint of hands
4179527,42942008,Compression fracture of vertebral column
378444,128540005,Hearing disorder
3655245,860743003,Gleason grade group 2
3655248,860746006,Gleason grade group 5
4114004,300885006,Swelling of breast
4015701,11466000,Cesarean section
4081236,238888007,Fat necrosis
4081241,23890000,Calcaneal apophysitis
312922,251019006,Coronary bypass graft finding
4081244,238902007,Multiple symmetrical lipomatosis
3655265,860791002,Pleural effusion due to neoplastic disease
3655266,860792009,Pleural effusion due to malignant neoplastic disease
4146785,307814001,Arthroplasty of hip joint using cement
3655268,860797003,Generalized edema due to fluid overload
4114020,300953009,Pain in axilla
312934,81817003,Atherosclerosis of aorta
312935,234072000,Venous hypertension
4212326,414819007,Neonatal abstinence syndrome
4048484,232377002,Nasal septal hematoma
4114026,300980002,Normocytic anemia
312938,50490005,Hypertensive encephalopathy
36685420,1097541000000109,Infection caused by Achromobacter xylosoxidans
312940,67905004,Acute-on-chronic respiratory failure
4114030,301002002,Left upper zone pneumonia
4114031,301004001,Right upper zone pneumonia
4114032,301005000,Pleural scarring
607857,1156073005,Blocked catheter
4114033,301012009,Proteus urinary tract infection
4114039,301030002,Anterior mediastinum mass
607865,1156105001,Pain in sacrum
4212345,57918009,Janiceps
4048509,12326000,Respiratory acidosis
444031,48447003,Chronic heart failure
444035,48340000,Incontinence
4081289,183841005,Refer for lung function test
444044,35455006,Acute tubular necrosis
4277903,65778007,Sinoatrial block
4048529,123623009,Abnormal flexion
4146835,35363006,Infantile colic
444055,40283005,Thrombophlebitis of superficial veins of lower extremity
444056,38628009,Gay
4081307,246635007,Dim vision
4310683,85579005,O'nyong-nyong fever
4245152,59573005,Potassium measurement
4081314,246670009,Visual neglect
444070,3424008,Tachycardia
40486566,447785000,Leiomyosarcoma of stomach
312998,267981009,Pain in thoracic spine
4179625,52379009,Subglottic edema
4048556,15617002,Ligation of varicose vein of lower limb
313006,82458004,Congenital stenosis of mitral valve
444078,37610005,Inflammation of cervix
444084,37471005,Extrinsic allergic alveolitis
4146870,268970009,Central nervous system examination
444090,118932009,Disorder of foot
3655355,860914002,Erectile dysfunction
444092,102943000,Personality change
4081341,246773002,Vertical gaze palsy
444100,46206005,Mood disorder
444101,46113002,Hypertensive heart failure
4146886,30124006,Rupture of kidney
444107,106176003,Endocrine finding
4310731,424263008,Adenoma of liver
444112,106077005,Integumentary system finding
3655378,860972006,Normal bilateral upper limbs and bilateral lower limbs
607968,1156447008,Good quality of life
444129,125598003,Injury of wrist
444130,125604000,Injury of foot
44812002,909621000000100,Neuromuscular disorder
444132,125601008,Injury of knee
4310753,388298009,Genus Dama
4015846,170497006,Quarantine
4277997,36823005,Normal diet
4114161,301111004,Tricuspid valve normal
4114163,301114007,Finding of regularity of heart rhythm
4212473,57617002,Urine specimen collection
3655421,863929001,Glomerular filtration rate below reference range
4212477,57639000,Resection of lesion of bladder
3655424,863932003,Left ventricular ejection fraction decreased
4179713,363687006,Endoscopic procedure
4245252,396152005,Prostate specific antigen above reference range
4212484,57653000,Multiple organ failure
4245261,396451008,Prothrombin time
3655437,863954001,Cardiotoxicity
4343568,239342001,Excision of the trapezium
4048660,123704008,Lichenified eczema
4245273,59702004,Compensated acidosis
444187,125643001,Open wound
444189,125596004,Injury of elbow
608030,1156760001,Ecchymosis of postauricular region
444191,125593007,Injury of face
4245278,59719002,Exteriorization
4048677,12377007,Increased central venous pressure
4081446,184091000,Patient in hospital
3655462,864000006,Silver sulfadiazine 10 mg/g cutaneous cream
444202,128477000,Abscess
4114221,255052006,Malignant tumor of unknown origin
4114222,255056009,Malignant tumor of head and neck
444207,128295000,Inflammatory disorder of the eye
378679,398102009,Acute poliomyelitis
4048695,15724005,Fracture of vertebral column without spinal cord injury
4179767,50643003,Latah
4212540,328383001,Chronic liver disease
4048702,15761001,Ureterolysis
444223,112105008,Sense of smell altered
4310850,424359003,Fratercula
4048710,15803009,Bladder pain
4179789,50744001,Smooth muscle antibody measurement
4310865,422411000,Surgical scar
444243,111475002,Neurosis
444247,111293003,Venous thrombosis
4048727,15886004,Screening for cancer
4048733,15537006,Removal by grinding
4081504,278287000,Left hemiparesis
4081508,278317006,Cochlear traveling wave velocity measurement
4179815,42803009,Electromyography
608105,1156868003,Convalescent plasma transfusion therapy
4147052,30212006,Fowler's position
378735,56097005,Migraine without aura
4179823,428088000,Laceration of head
378741,3548001,Brachial plexus disorder
378743,312903003,Mild nonproliferative retinopathy due to diabetes mellitus
4245372,396540005,Phlebotomy
3655550,866000008,Pilonidal abscess
313217,49436004,Atrial fibrillation
378756,21117005,Conjunctival hemorrhage
4343686,239163008,Wound erythema
313223,195353004,Granulomatosis with polyangiitis
4114311,299989006,Infection of toe
4114314,300004007,Screening for osteoporosis
4114316,300018000,Drainage of empyema
4081548,241031001,Removal of drain
378765,23606001,Tympanosclerosis
444300,83157008,Fatal familial insomnia
4016020,114262000,Citrobacter braakii
4081560,241075002,Plain X-ray of femur
4179872,362970003,Disorder of hemostatic system
4179873,362975008,Degenerative disorder
4245409,6042001,Pulmonary aspergillosis
4114342,255119002,Lymphangitis carcinomatosa
4016041,170745003,Diabetic on diet only
4081589,184156005,Has a caregiver
4212668,329331002,Alfacalcidol 250 nanogram oral capsule
4081598,184229000,Notes summary on computer
36685759,1102361000000108,Able to swallow thin drinks - IDDSI (International Dysphagia Diet Standardisation Initiative) level 0
4179904,297122007,No focal neurology
36685761,1102381000000104,Able to swallow mildly thick drinks - IDDSI (International Dysphagia Diet Standardisation Initiative) level 2
36685760,1102371000000101,Able to swallow slightly thick drinks - IDDSI (International Dysphagia Diet Standardisation Initiative) level 1
4179907,297146000,Brachial artery thrombosis
4179911,297156001,Axillary vein thrombosis
444360,83070001,Friction blister with infection
36685769,1102461000000100,Able to swallow pureed food - IDDSI (International Dysphagia Diet Standardisation Initiative) level 4
4278217,65198009,Arterial thrombosis
36685771,1102481000000109,Able to swallow minced and moist food - IDDSI (International Dysphagia Diet Standardisation Initiative) level 5
4147145,34840004,Tendinitis
36685774,1102511000000103,Able to swallow soft and bite-sized food - IDDSI (International Dysphagia Diet Standardisation Initiative) level 6
4081615,1845001,Paraparesis
36685775,1102521000000109,Able to swallow regular food - IDDSI (International Dysphagia Diet Standardisation Initiative) level 7
444369,20313009,Hyperosmolality
4179922,50820005,Cytopenia
4310996,422504002,Ischemic stroke
4114391,286101006,Does clean room
4245464,932006,Flat affect
4016089,10399008,Hypochloremia
4081630,247015002,Relative afferent pupil defect
4147169,266959008,Problems at work
4147170,266962006,Returned to work
4278243,65312002,Cerebral arteriosclerosis
4179941,50896005,Voice misuse
36685798,1102881000000107,Drinking thin drinks (IDDSI (International Dysphagia Diet Standardisation Initiative) level 0) with acknowledged risk of aspiration
444391,86260003,Pain around eye
4212711,415749005,Rupture of tendon
44812266,903001000000102,Joint consultation
4048875,15662003,Senile dementia
313324,309155007,Cheyne-Stokes respiration
4179948,50935005,Milky urine
444401,2073000,Delusions
4147187,267042006,Prominent veins
4114420,286175001,Does make bed
4147189,267044007,Impaired exercise tolerance
4147190,267045008,Gastrointestinal symptom
444407,20484008,Prion disease
4147192,267076002,Feeling lonely
4147188,267043001,Prominent leg veins
4311035,392231009,Intravenous cannulation
4147196,30381006,Bleeding precautions
444413,41497008,Febrile convulsion
4311038,392236004,Operative procedure on spinal structure
4016131,208719004,Fracture of great toe
4147208,30199009,Glossolalia
46286859,984131000000106,Serum procalcitonin measurement
4114444,201791009,Flare of rheumatoid arthritis
444429,88594005,Herpes simplex
4147216,30231000,Phytolacca americana
4147218,30233002,Swallowing painful
444434,88975006,Schizophreniform disorder
40486933,446221000,Heart failure with normal ejection fraction
4212760,41591006,Disorder of form of thought
4114456,300127002,Narrowing of ear canal
4016155,11441004,Prostatism
4114461,300159009,Tympanic membrane normal
4278308,366008,Hidromeiosis
4048933,23085004,Increased stress
4114472,300197009,Ear problem
4212786,57931004,Puncture of artery
4114488,300294009,Esophagus normal
4212798,395704004,Left ventricular diastolic dysfunction
3655742,866265009,Tongue discoloration
40486977,446261004,Hospital acquired pressure injury
4081731,240977001,Biopsy of skin
4180039,297279009,Administration of steroid
4311114,85972008,Sensory disorder
4114506,255320000,Infection - suppurative
4147276,308154003,Hematoma of rectus sheath
4311115,85974009,Intracranial mass
4081744,183621003,Follow-up 2 weeks
4081745,183623000,Follow-up 1 month
44812373,371701000000103,Able to eat finger food
4311127,423529002,Irena
4081756,183650005,Radiotherapy follow-up
4081763,183668008,Total avulsion of nail plate
4081765,183676005,Died in hospital
4016230,104102000,"Blast count, blood"
4016231,104106002,"Platelet count, blood, manual"
4245614,6072007,Bleeding from anus
313459,73430006,Sleep apnea
4016247,104157003,Light microscopy
4180088,51078006,Laughing
4311161,423640002,Chen
4180091,51089004,Birthmark
4016252,104176001,Mycoplasma culture
4147325,267096005,Frontal headache
3655806,870255009,Cardiac resynchronization therapy
379008,5217008,Stiff-person syndrome
36685953,10632991000119107,Cellulitis of right thigh
379010,367649002,Epiretinal membrane
379019,9826008,Conjunctivitis
4245646,59494005,Congenital septal defect of heart
46286992,949901000000109,CKD G3aA2 - chronic kidney disease with glomerular filtration rate category G3a and albuminuria category A2
379031,41652007,Pain in eye
36685977,10678631000119104,Localized swelling of right lower leg
4180129,429350001,Arthropathy of spinal facet joint
4212905,391579003,Phospholipid ratio
4278444,366089003,Eye dominance - finding
4081838,278297009,Blood gas analysis
4147378,3025001,Calcitonin measurement
4147379,30253003,Dilation of urethra
4212919,39170005,Cholecystoduodenal fistula
40487101,447931005,Clinical sepsis
4278463,36637003,Intermittent tremor
4180160,363141001,Imaging of neck
4180167,363162000,Infectious disorder of joint
4081869,241019003,Packing of wound
4081874,241026003,Procedures to drains
4147411,308121000,Follicular non-Hodgkin's lymphoma
4147410,308117007,Antianginal therapy
4344019,239949003,Polyalgia
3655894,870384002,Point of care ultrasound
4147413,308131007,Dysplasia of vocal cord
3655896,870386000,Vasopressor therapy
46287067,965891000000102,Bone health assessment
4344038,240033006,Postcalcaneal bursitis
4344040,240037007,Injury of tendon
4081901,24112000,Operative procedure on wrist
4081902,24114004,Genus Liasis
4147441,34789001,Pain in coccyx
3655922,870442006,Urate lowering therapy
4278515,65575008,Biopsy of prostate
4049138,15601008,Intravascular hemolysis
4212985,41413006,Temporal headache
4311293,423736003,Color Doppler ultrasound
4147453,34830002,Cellulitis of scrotum
4016391,103752008,Perimetry
4245771,59674005,Nocardia
4245773,59685007,Continuous murmur
4213005,391906003,Closure of skin by suture
4278543,65876002,Lavinia exilicauda
3655952,870535009,Chronic dyspnea
4180243,52037006,Application of sling
4081940,18383003,Gram-negative coccus
4114709,286326006,Able to produce voice
4311318,423858006,Scald of skin
4213017,39194005,Visual epilepsy
4081947,183851006,Referral to clinic
4114717,286370002,Does speak
4114718,286371003,Does not speak
4114720,286378009,Difficulty talking
4180256,52092002,Operative procedure on ankle
4114722,286384007,Difficulty finding words
4147491,267517008,Vitamin B12 deficiency anemia due to dietary causes
4114724,286393008,Able to use speech appropriately
4180258,52099006,Pulsus paradoxus
4114729,284973007,Able to dress
44812597,38661000000100,Fast track referral
4180278,429430001,Diverticulosis of sigmoid colon
46287159,945771000000102,Traumatic wound
4016448,114264004,Citrobacter koseri
4049219,20852007,Romano-Ward syndrome
44812613,381441000000103,Contact with family
4180293,429528001,Implantation of intravenous single chamber cardiac pacemaker system
4180298,429542009,Implantation of intravenous biventricular cardiac pacemaker system
4081994,278484009,Tropical pulmonary eosinophilia
4049233,232407000,Pharyngeal spasm
4245842,396347007,Umbilical hernia
3656021,870711002,Cancerous ulcer
4114774,302433008,Dressing of skin
3656022,870733000,Edema of vocal cord
608602,1362941000000102,Chronic shoulder pain
4114779,302450005,Talc pleurodesis
4049256,232499009,Inferior meatal antrostomy
4049257,232500000,Middle meatal antrostomy
4082025,277225007,Crusted nasal mucosa
4114794,302487002,Osteotomy of first metatarsal
4311405,86273004,Biopsy
4082029,24063002,Fracture of base of skull
4147567,310255003,Anti-neutrophil cytoplasmic antibody not detected
4311406,86276007,Bleeding gums
4311409,86285007,Disorder of seminal vesicle
4147571,310341009,Follow-up (wait and see)
4213109,414293001,Fracture of tibia AND fibula
4114806,300589005,Excision of sebaceous cyst
4311420,86341008,Vascular insufficiency
4114814,300636004,Does drive a car
4278658,65911000,Hepatitis B surface antibody measurement
40323459,157176002,Fracture of bone of face
4147588,35646002,Excision of lesion of skin
4311428,423863005,Electrical alternation of heart
4278664,65946008,Anticardiolipin antibody measurement
4049292,123640000,Mucous membrane dryness
4311437,424404003,Decompensated chronic heart failure
4278669,65959000,Beta thalassemia
4311439,424413001,Sarcoma
4147598,35708002,Abscess of perineum
313761,68478007,Central retinal vein occlusion
4311463,424489006,Mantoux test
4114858,285038001,Difficulty managing medication
4049324,15863006,Conflict
4311473,94638008,Metastatic malignant neoplasm to tongue
4049330,15463004,Operation on thyroid gland
313780,28189009,Mobitz type II atrioventricular block
3656119,871646007,Infiltrative cardiomyopathy
4344254,239940004,Lymphomatoid granulomatosis
313791,6374002,Bundle branch block
313792,12026006,Paroxysmal tachycardia
4180422,52236005,Carphologia
4344264,239987006,Triggering of digit
4049362,20716004,Respiratory rate normal
40487382,446325007,Total lymphocyte count
4245975,59927004,Hepatic failure
4245977,59931005,Inverted T wave
4049372,20720000,Plasmapheresis
4245982,59960001,Ammonia measurement
4147682,30348005,Abies
4245988,5999000,"Glasgow coma scale, 9"
4147691,30549001,Removal of suture
4180460,42952007,Extramedullary hematopoiesis
4049389,23130000,Paroxysmal hypertension
4311539,85423005,Motor polyneuropathy
4114936,300648001,Does ride a bicycle
4082168,277357006,Sputum retention
4049402,233181000,Transthoracic cardiac pacing procedure
4147710,310449005,Referral to hospital
4311555,8549006,Desquamative interstitial pneumonia
4147719,310505005,Hyperosmolar non-ketotic state due to diabetes mellitus
4082184,277426005,Sensation of movement
4213258,417005,Hospital re-admission
4213281,392213008,Sphenoid sinusotomy
4246053,396550006,Blood test
4213288,392247006,Insertion of catheter into artery
4147754,3585009,Blinking
3656234,871840004,Depressive episode
4147761,35885006,Hyperuricemia
4213297,39228008,Surgical pathology procedure
4278836,66123000,Ulcer on tongue
40487481,447946003,Right hemicolectomy and ileostomy
40487489,447953007,Bowen's disease of skin of chest
4246082,60726007,Crushing
4213313,807005,Excision of brain
4246084,60737008,Iron overload
4082245,182692007,Nasopharyngeal airway insertion
4115012,285241002,Lucid
4049477,15945005,Psychogenic polydipsia
